CHR	END	MAPPABLE	COUNT	s_5_1_sequence.WB20	Raw
chr11	91900202	1	1	4	162
chr11	92413424	1	1	4	166
chr11	92932315	1	1	4	159
chr11	93449931	1	1	4	130
chr11	93978943	1	1	4	198
chr11	94504765	1	1	4	151
chr11	95011554	1	1	4	156
chr11	95534903	1	1	4	149
chr11	96300000	1	1.467306	4	128.80748
chr11	96965371	1	1	4	135
chr11	97473179	1	1	4	171
chr11	97980802	1	1	4	112
chr11	98498342	1	1	4	111
chr11	99014376	1	1	4	100
chr11	99527388	1	1	4	117
chr11	100042965	1	1	4	137
chr11	100576726	1	1	4	150
chr11	101083444	1	1	4	157
chr11	101609367	1	1	4	135
chr11	102123464	1	1	4	117
chr11	102643585	1	1	4	174
chr11	103156768	1	1	4	148
chr11	103671663	1	1	4	156
chr11	104186454	1	1	4	135
chr11	104692029	1	1	4	112
chr11	105205359	1	1	4	145
chr11	105710555	1	1	4	116
chr11	106223977	1	1	4	105
chr11	106734440	1	1	4	142
chr11	107254371	1	1	4	102
chr11	107760651	1	1	4	136
chr11	108282787	1	1	4	145
chr11	108794406	1	1	4	166
chr11	109319008	1	1	4	147
chr11	109837997	1	1	4	161
chr11	110350898	1	1	4	192
chr11	110864894	1	1	4	152
chr11	111370707	1	1	4	164
chr11	111874354	1	1	4	137
chr11	112388417	1	1	4	171
chr11	112896990	1	1	4	188
chr11	113402056	1	1	4	177
chr11	113916014	1	1	4	159
chr11	114426593	1	1	4	224
chr11	114946435	1	1	4	128
chr11	115448354	1	1	4	158
chr11	115961917	1	1	4	170
chr11	116469552	1	1	4	174
chr11	116976650	1	1	4	119
chr11	117493238	1	1	4	153
chr11	117998279	1	1	4	144
chr11	118504346	1	1	4	197
chr11	119021345	1	1	4	139
chr11	119526682	1	1	4	180
chr11	120031052	1	1	4	173
chr11	120533244	1	1	4	214
chr11	121037249	1	1	4	190
chr11	121550662	1	1	4	189
chr11	122068301	1	1	4	152
chr11	122578893	1	1	4	184
chr11	123088220	1	1	4	121
chr11	123592195	1	1	4	204
chr11	124102405	1	1	4	144
chr11	124622069	1	1	4	167
chr11	125132202	1	1	4	155
chr11	125646518	1	1	4	131
chr11	126158805	1	1	4	154
chr11	126665932	1	1	4	191
chr11	127169496	1	1	4	201
chr11	127686422	1	1	4	117
chr11	128201498	1	1	4	153
chr11	128704895	1	1	4	178
chr11	129220591	1	1	4	149
chr11	129740820	1	1	4	168
chr11	130252450	1	1	4	188
chr11	130761960	1	1	4	198
chr11	131278623	1	1	4	198
chr11	131786550	1	1	4	214
chr11	132297941	1	1	4	211
chr11	132804997	1	1	4	158
chr11	133309380	1	1	4	166
chr11	133828313	1	1	4	194
chr11	134343047	1	1	4	177
chr11	135000000	1	1.156938	4	229.052902
chr12	716439	1	1	4	160
chr12	1230618	1	1	4	112
chr12	1736628	1	1	4	179
chr12	2252780	1	1	4	160
chr12	2757241	1	1	4	179
chr12	3270589	1	1	4	191
chr12	3784559	1	1	4	178
chr12	4297884	1	1	4	201
chr12	4810426	1	1	4	135
chr12	5322174	1	1	4	191
chr12	5835558	1	1	4	210
chr12	6352656	1	1	4	215
chr12	6862070	1	1	4	138
chr12	7426290	1	1	4	156
chr12	7954814	1	1	4	137
chr12	8594927	1	1	4	164
chr12	9121549	1	1	4	141
chr12	9758804	1	1	4	134
chr12	10273909	1	1	4	128
chr12	10809011	1	1	4	142
chr12	11324491	1	1	3	87
chr12	11868386	1	1	3	135
chr12	12382895	1	1	3	104
chr12	12895853	1	1	3	89
chr12	13401967	1	1	3	180
chr12	13916120	1	1	3	156
chr12	14425336	1	1	3	97
chr12	14936587	1	1	3	86
chr12	15443722	1	1	3	92
chr12	15948601	1	1	3	117
chr12	16456061	1	1	3	111
chr12	16966519	1	1	3	109
chr12	17484593	1	1	3	86
chr12	18018846	1	1	3	88
chr12	18531298	1	1	3	80
chr12	19043269	1	1	3	121
chr12	19548380	1	1	3	118
chr12	20062474	1	1	3	98
chr12	20568384	1	1	3	105
chr12	21087438	1	1	3	72
chr12	21625220	1	1	3	100
chr12	22138618	1	1	3	81
chr12	22669195	1	1	3	110
chr12	23175978	1	1	3	107
chr12	23701318	1	1	3	60
chr12	24205030	1	1	3	69
chr12	24708613	1	1	3	85
chr12	25215574	1	1	3	108
chr12	25734668	1	1	3	118
chr12	26245735	1	1	3	127
chr12	26751044	1	1	3	100
chr12	27271770	1	1	3	103
chr12	27791172	1	1	3	108
chr12	28302096	1	1	3	108
chr12	28816369	1	1	4	118
chr12	29332091	1	1	4	108
chr12	29851238	1	1	4	157
chr12	30376364	1	1	4	161
chr12	30894844	1	1	4	182
chr12	31483120	1	1	4	141
chr12	31997984	1	1	4	141
chr12	32508914	1	1	4	131
chr12	33018946	1	1	4	100
chr12	33550063	1	1	4	141
chr12	34068047	1	1	4	131
chr12	34900000	1	1.464302	4	124.291306
chr12	38436925	1	1	4	115
chr12	38973370	1	1	4	145
chr12	39498611	1	1	4	139
chr12	40020129	1	1	4	121
chr12	40549530	1	1	4	116
chr12	41056870	1	1	4	99
chr12	41572015	1	1	4	116
chr12	42092800	1	1	4	126
chr12	42617568	1	1	4	158
chr12	43134457	1	1	4	144
chr12	43645122	1	1	4	141
chr12	44163001	1	1	4	147
chr12	44685190	1	1	4	116
chr12	45201439	1	1	4	107
chr12	45723732	1	1	4	163
chr12	46233973	1	1	4	135
chr12	46748036	1	1	4	117
chr12	47269625	1	1	4	119
chr12	47786998	1	1	4	151
chr12	48300240	1	1	4	200
chr12	48820469	1	1	4	136
chr12	49343600	1	1	4	125
chr12	49856478	1	1	4	126
chr12	50362746	1	1	4	155
chr12	50871444	1	1	4	128
chr12	51385236	1	1	4	142
chr12	51892970	1	1	4	138
chr12	52413503	1	1	4	146
chr12	52930028	1	1	4	139
chr12	53438224	1	1	4	151
chr12	53948175	1	1	4	146
chr12	54454282	1	1	4	120
chr12	54980778	1	1	4	190
chr12	55521211	1	1	4	125
chr12	56080155	1	1	4	161
chr12	56590038	1	1	4	118
chr12	57104078	1	1	4	141
chr12	57625638	1	1	4	156
chr12	58138685	1	1	4	134
chr12	58662449	1	1	4	166
chr12	59181235	1	1	4	154
chr12	59699044	1	1	4	167
chr12	60219183	1	1	4	128
chr12	60730331	1	1	4	110
chr12	61246526	1	1	4	114
chr12	61780355	1	1	4	139
chr12	62298623	1	1	4	118
chr12	62811039	1	1	4	121
chr12	63317759	1	1	4	132
chr12	63836305	1	1	4	201
chr12	64436850	1	1	4	121
chr12	64957263	1	1	4	122
chr12	65468020	1	1	4	144
chr12	65982718	1	1	4	128
chr12	66492388	1	1	4	153
chr12	67014361	1	1	4	193
chr12	67517641	1	1	4	179
chr12	68028283	1	1	4	169
chr12	68549616	1	1	4	174
chr12	69057461	1	1	4	149
chr12	69569149	1	1	4	111
chr12	70077375	1	1	4	97
chr12	70614185	1	1	4	120
chr12	71126320	1	1	4	116
chr12	71648675	1	1	4	116
chr12	72154311	1	1	4	142
chr12	72663429	1	1	4	154
chr12	73185114	1	1	4	126
chr12	73714973	1	1	4	131
chr12	74230044	1	1	4	110
chr12	74748496	1	1	4	100
chr12	75261543	1	1	4	140
chr12	75775084	1	1	4	126
chr12	76286546	1	1	4	136
chr12	76799438	1	1	4	171
chr12	77304300	1	1	4	122
chr12	77820262	1	1	4	149
chr12	78336213	1	1	4	153
chr12	78845830	1	1	4	104
chr12	79356868	1	1	4	105
chr12	79871995	1	1	4	134
chr12	80383677	1	1	4	123
chr12	80927587	1	1	4	98
chr12	81435505	1	1	4	118
chr12	81949471	1	1	4	128
chr12	82463363	1	1	4	123
chr12	82976828	1	1	4	115
chr12	83486285	1	1	4	138
chr12	84008786	1	1	4	145
chr12	84535477	1	1	4	148
chr12	85043419	1	1	4	99
chr12	85547775	1	1	4	92
chr12	86061989	1	1	4	86
chr12	86570153	1	1	4	111
chr12	87089336	1	1	4	106
chr12	87621546	1	1	4	119
chr12	88151846	1	1	4	127
chr12	88663830	1	1	4	149
chr12	89182124	1	1	4	159
chr12	89693015	1	1	4	163
chr12	90200210	1	1	4	160
chr12	90709654	1	1	4	150
chr12	91224721	1	1	4	113
chr12	91730810	1	1	4	131
chr12	92238326	1	1	4	120
chr12	92750658	1	1	4	160
chr12	93262900	1	1	4	133
chr12	93773600	1	1	4	145
chr12	94284669	1	1	4	152
chr12	94795801	1	1	4	170
chr12	95304755	1	1	4	153
chr12	95812555	1	1	4	129
chr12	96335748	1	1	4	140
chr12	96848651	1	1	4	159
chr12	97366130	1	1	4	157
chr12	97873128	1	1	4	157
chr12	98406109	1	1	4	164
chr12	98912692	1	1	4	134
chr12	99418360	1	1	4	153
chr12	99929970	1	1	4	112
chr12	100442332	1	1	4	151
chr12	100949365	1	1	4	137
chr12	101461133	1	1	4	184
chr12	101987241	1	1	4	130
chr12	102492318	1	1	4	124
chr12	103009170	1	1	4	154
chr12	103522611	1	1	4	165
chr12	104045910	1	1	4	178
chr12	104556151	1	1	4	148
chr12	105067573	1	1	4	154
chr12	105580709	1	1	4	161
chr12	106102506	1	1	4	209
chr12	106613885	1	1	4	191
chr12	107131727	1	1	4	175
chr12	107641316	1	1	4	169
chr12	108150415	1	1	4	162
chr12	108655197	1	1	3	77
chr12	109160726	1	1	3	84
chr12	109719906	1	1	3	91
chr12	110222839	1	1	3	132
chr12	110729931	1	1	3	144
chr12	111238918	1	1	3	127
chr12	111744753	1	1	4	175
chr12	112253452	1	1	4	107
chr12	112767659	1	1	4	123
chr12	113279452	1	1	4	171
chr12	113784466	1	1	4	141
chr12	114287099	1	1	4	193
chr12	114792858	1	1	4	183
chr12	115299847	1	1	4	224
chr12	115808214	1	1	4	198
chr12	116310322	1	1	4	178
chr12	116812179	1	1	3	80
chr12	117316351	1	1	3	110
chr12	117821219	1	1	3	90
chr12	118327601	1	1	3	116
chr12	118837050	1	1	3	83
chr12	119349130	1	1	3	110
chr12	119856675	1	1	3	111
chr12	120364508	1	1	2	71
chr12	120873475	1	1	2	56
chr12	121381605	1	1	2	58
chr12	121890315	1	1	2	81
chr12	122401861	1	1	2	44
chr12	122962937	1	1	2	66
chr12	123484006	1	1	2	63
chr12	123994174	1	1	2	108
chr12	124500950	1	1	3	125
chr12	125006944	1	1	3	127
chr12	125512300	1	1	3	111
chr12	126020298	1	1	3	119
chr12	126528193	1	1	3	154
chr12	127040428	1	1	3	125
chr12	127547291	1	1	3	123
chr12	128056571	1	1	3	123
chr12	128565612	1	1	3	111
chr12	129074544	1	1	3	124
chr12	129592385	1	1	3	136
chr12	130104292	1	1	4	164
chr12	130615994	1	1	4	137
chr12	131123922	1	1	4	146
chr12	131634394	1	1	4	170
chr12	132205491	1	1	4	170
chr12	132700000	1	0.96065	4	154.062347
chr12	133329271	1	1	4	161
chr12	133800000	1	0.908674	4	122.156021
chr13	19844007	1	1	3	131
chr13	20430790	1	1	3	124
chr13	20937245	1	1	3	130
chr13	21443826	1	1	3	100
chr13	21963535	1	1	3	97
chr13	22479595	1	1	3	114
chr13	22989817	1	1	3	147
chr13	23511992	1	1	3	90
chr13	24027289	1	1	3	97
chr13	24539721	1	1	3	97
chr13	25068757	1	1	3	125
chr13	25618938	1	1	3	111
chr13	26127871	1	1	3	120
chr13	26637293	1	1	3	138
chr13	27143452	1	1	3	119
chr13	27651832	1	1	3	157
chr13	28157329	1	1	3	112
chr13	28661737	1	1	3	126
chr13	29164965	1	1	3	122
chr13	29680233	1	1	3	168
chr13	30189626	1	1	3	117
chr13	30704053	1	1	3	121
chr13	31218208	1	1	3	116
chr13	31725089	1	1	3	157
chr13	32248770	1	1	3	125
chr13	32754940	1	1	3	110
chr13	33261043	1	1	3	88
chr13	33767681	1	1	3	113
chr13	34275814	1	1	3	116
chr13	34785912	1	1	3	86
chr13	35300104	1	1	3	86
chr13	35812232	1	1	3	73
chr13	36323679	1	1	3	84
chr13	36833873	1	1	3	129
chr13	37345613	1	1	3	114
chr13	37862644	1	1	3	108
chr13	38367791	1	1	3	85
chr13	38895480	1	1	3	108
chr13	39398455	1	1	3	114
chr13	39908724	1	1	3	122
chr13	40416114	1	1	3	103
chr13	40925440	1	1	3	126
chr13	41455016	1	1	3	107
chr13	41971754	1	1	3	116
chr13	42498916	1	1	3	124
chr13	43013986	1	1	3	107
chr13	43531311	1	1	3	134
chr13	44039481	1	1	3	121
chr13	44556810	1	1	3	91
chr13	45062501	1	1	3	123
chr13	45570526	1	1	3	112
chr13	46082125	1	1	3	118
chr13	46597294	1	1	3	159
chr13	47132118	1	1	3	92
chr13	47638956	1	1	3	143
chr13	48153049	1	1	3	112
chr13	48685179	1	1	3	108
chr13	49199683	1	1	3	78
chr13	49711186	1	1	3	139
chr13	50228175	1	1	3	97
chr13	50737296	1	1	3	93
chr13	51258423	1	1	3	125
chr13	51776495	1	1	3	121
chr13	52298422	1	1	3	103
chr13	52800000	1	0.948362	3	136.024002
chr13	53503649	1	1	3	143
chr13	54012606	1	1	3	93
chr13	54521482	1	1	3	100
chr13	55035271	1	1	3	71
chr13	55542751	1	1	3	74
chr13	56052637	1	1	3	82
chr13	56564916	1	1	3	95
chr13	57073926	1	1	3	90
chr13	57587986	1	1	3	77
chr13	58135562	1	1	3	71
chr13	58642603	1	1	3	60
chr13	59153911	1	1	3	73
chr13	59667912	1	1	3	81
chr13	60173485	1	1	3	132
chr13	60684224	1	1	3	75
chr13	61195598	1	1	3	102
chr13	61718190	1	1	3	123
chr13	62229565	1	1	3	93
chr13	62735419	1	1	3	97
chr13	63238174	1	1	3	88
chr13	63743485	1	1	3	111
chr13	64250472	1	1	3	84
chr13	64828306	1	1	3	79
chr13	65331838	1	1	3	75
chr13	65836356	1	1	3	84
chr13	66345299	1	1	3	92
chr13	66864101	1	1	3	102
chr13	67374046	1	1	3	80
chr13	67879480	1	1	3	73
chr13	68394199	1	1	3	82
chr13	68906589	1	1	3	85
chr13	69412803	1	1	3	79
chr13	69917064	1	1	3	106
chr13	70431240	1	1	3	56
chr13	70942768	1	1	3	78
chr13	71445971	1	1	3	86
chr13	71949475	1	1	3	94
chr13	72457956	1	1	3	84
chr13	72971595	1	1	3	108
chr13	73481812	1	1	3	107
chr13	73986669	1	1	3	90
chr13	74499692	1	1	3	129
chr13	75012833	1	1	3	115
chr13	75526702	1	1	3	104
chr13	76040094	1	1	3	107
chr13	76554187	1	1	3	149
chr13	77063259	1	1	3	114
chr13	77578344	1	1	3	130
chr13	78088283	1	1	3	113
chr13	78605319	1	1	3	114
chr13	79119734	1	1	3	108
chr13	79629052	1	1	3	114
chr13	80141229	1	1	3	107
chr13	80661763	1	1	3	129
chr13	81175121	1	1	3	71
chr13	81692487	1	1	3	86
chr13	82203929	1	1	3	78
chr13	82722965	1	1	3	91
chr13	83233685	1	1	3	75
chr13	83738246	1	1	3	94
chr13	84246291	1	1	3	88
chr13	84757809	1	1	3	71
chr13	85262106	1	1	3	99
chr13	85773109	1	1	3	74
chr13	86280414	1	1	3	83
chr13	86800000	1	0.934116	3	67.443443
chr13	87426506	1	1	3	73
chr13	87935740	1	1	3	90
chr13	88447210	1	1	3	97
chr13	88956914	1	1	3	95
chr13	89466353	1	1	3	83
chr13	89978832	1	1	3	111
chr13	90480708	1	1	3	88
chr13	90986205	1	1	3	65
chr13	91499434	1	1	3	107
chr13	92006026	1	1	3	100
chr13	92517354	1	1	3	106
chr13	93028154	1	1	3	80
chr13	93553055	1	1	3	86
chr13	94059144	1	1	3	117
chr13	94575642	1	1	3	93
chr13	95084808	1	1	3	106
chr13	95595653	1	1	5	194
chr13	96101224	1	1	5	172
chr13	96619973	1	1	5	183
chr13	97131406	1	1	5	204
chr13	97637620	1	1	5	209
chr13	98148593	1	1	5	154
chr13	98674492	1	1	5	154
chr13	99180091	1	1	5	221
chr13	99686261	1	1	5	175
chr13	100196000	1	1	5	191
chr13	100704088	1	1	5	180
chr13	101214987	1	1	5	205
chr13	101731608	1	1	5	239
chr13	102243876	1	1	5	168
chr13	102752656	1	1	5	162
chr13	103263612	1	1	5	185
chr13	103765764	1	1	5	243
chr13	104275895	1	1	5	182
chr13	104782218	1	1	5	160
chr13	105290800	1	1	5	131
chr13	105800958	1	1	5	195
chr13	106310764	1	1	5	152
chr13	106820487	1	1	5	176
chr13	107328334	1	1	5	224
chr13	107843102	1	1	5	223
chr13	108349512	1	1	5	165
chr13	108861526	1	1	5	147
chr13	109374139	1	1	5	204
chr13	109884184	1	1	5	164
chr13	110395557	1	1	5	245
chr13	110906478	1	1	5	196
chr13	111416379	1	1	5	179
chr13	111930442	1	1	5	218
chr13	112400000	1	0.830006	5	178.311966
chr13	113038416	1	1	5	222
chr13	113552816	1	1	5	253
chr13	114300000	1	1.45053	5	274.382446
chr13	115100000	1	0.683434	5	253.133438
chr14	20760883	1	1	5	169
chr14	21270918	1	1	5	212
chr14	21800547	1	1	5	201
chr14	22312214	1	1	5	168
chr14	22825894	1	1	5	191
chr14	23345945	1	1	5	204
chr14	23853429	1	1	5	186
chr14	24368145	1	1	5	192
chr14	24921456	1	1	5	243
chr14	25446195	1	1	5	215
chr14	25967650	1	1	5	234
chr14	26490391	1	1	5	185
chr14	27003573	1	1	5	132
chr14	27523423	1	1	5	125
chr14	28038568	1	1	5	142
chr14	28576032	1	1	5	157
chr14	29099947	1	1	5	127
chr14	29611422	1	1	5	150
chr14	30123342	1	1	5	138
chr14	30635057	1	1	5	169
chr14	31153528	1	1	5	205
chr14	31665779	1	1	5	146
chr14	32184025	1	1	5	115
chr14	32700186	1	1	5	173
chr14	33217439	1	1	5	138
chr14	33728244	1	1	5	178
chr14	34231816	1	1	5	167
chr14	34747885	1	1	5	184
chr14	35279158	1	1	5	146
chr14	35792998	1	1	5	155
chr14	36303095	1	1	5	189
chr14	36827425	1	1	5	207
chr14	37338430	1	1	5	188
chr14	37858747	1	1	5	161
chr14	38375734	1	1	5	241
chr14	38895122	1	1	5	237
chr14	39411949	1	1	5	209
chr14	39932087	1	1	5	135
chr14	40472263	1	1	5	180
chr14	40994841	1	1	5	163
chr14	41510285	1	1	5	114
chr14	42032235	1	1	5	141
chr14	42546206	1	1	5	129
chr14	43063408	1	1	5	175
chr14	43583574	1	1	5	158
chr14	44115327	1	1	5	159
chr14	44627039	1	1	5	138
chr14	45158609	1	1	5	174
chr14	45672240	1	1	5	138
chr14	46203060	1	1	5	189
chr14	46737916	1	1	3	82
chr14	47257319	1	1	3	85
chr14	47772239	1	1	3	69
chr14	48282234	1	1	3	96
chr14	48806164	1	1	3	123
chr14	49332365	1	1	3	81
chr14	49848612	1	1	3	120
chr14	50359334	1	1	5	162
chr14	50869630	1	1	5	188
chr14	51379585	1	1	5	188
chr14	51893071	1	1	5	135
chr14	52409946	1	1	5	186
chr14	52929141	1	1	5	308
chr14	53440339	1	1	5	152
chr14	53960441	1	1	3	132
chr14	54468543	1	1	3	130
chr14	54986589	1	1	3	123
chr14	55498840	1	1	3	127
chr14	56006366	1	1	3	103
chr14	56524728	1	1	3	106
chr14	57037976	1	1	3	135
chr14	57551701	1	1	3	120
chr14	58074289	1	1	5	178
chr14	58597899	1	1	5	326
chr14	59106999	1	1	5	153
chr14	59611357	1	1	5	208
chr14	60129768	1	1	5	176
chr14	60646898	1	1	5	179
chr14	61166777	1	1	5	161
chr14	61695807	1	1	5	167
chr14	62200274	1	1	5	182
chr14	62711202	1	1	5	209
chr14	63234513	1	1	5	182
chr14	63753614	1	1	5	201
chr14	64261859	1	1	5	188
chr14	64768007	1	1	5	149
chr14	65275593	1	1	5	213
chr14	65784369	1	1	5	163
chr14	66294144	1	1	5	156
chr14	66819239	1	1	5	178
chr14	67337165	1	1	5	175
chr14	67852455	1	1	5	189
chr14	68361752	1	1	5	135
chr14	68870080	1	1	5	157
chr14	69376512	1	1	5	229
chr14	69880260	1	1	5	185
chr14	70386890	1	1	5	205
chr14	70898886	1	1	5	165
chr14	71424307	1	1	5	206
chr14	71940169	1	1	5	187
chr14	72461165	1	1	5	180
chr14	72971241	1	1	5	208
chr14	73476159	1	1	5	234
chr14	73986053	1	1	5	155
chr14	74510797	1	1	5	141
chr14	75017744	1	1	5	181
chr14	75526590	1	1	5	161
chr14	76030440	1	1	5	194
chr14	76535998	1	1	5	170
chr14	77039641	1	1	5	242
chr14	77552654	1	1	5	200
chr14	78057002	1	1	5	170
chr14	78565417	1	1	5	183
chr14	79070027	1	1	5	222
chr14	79573143	1	1	5	180
chr14	80091495	1	1	5	201
chr14	80614194	1	1	5	182
chr14	81126667	1	1	5	155
chr14	81639707	1	1	5	196
chr14	82150357	1	1	5	223
chr14	82659566	1	1	5	195
chr14	83170446	1	1	5	163
chr14	83676754	1	1	5	148
chr14	84184930	1	1	5	126
chr14	84690495	1	1	5	182
chr14	85195428	1	1	5	124
chr14	85700672	1	1	5	147
chr14	86207309	1	1	8	292
chr14	86739924	1	1	8	265
chr14	87259191	1	1	8	223
chr14	87766703	1	1	8	234
chr14	88283896	1	1	8	315
chr14	88790713	1	1	8	395
chr14	89305774	1	1	8	293
chr14	89811283	1	1	8	312
chr14	90317399	1	1	8	301
chr14	90830654	1	1	8	322
chr14	91336307	1	1	8	311
chr14	91841505	1	1	8	287
chr14	92359539	1	1	8	317
chr14	92867329	1	1	3	158
chr14	93382448	1	1	3	125
chr14	93892119	1	1	3	120
chr14	94396379	1	1	3	101
chr14	94902086	1	1	3	132
chr14	95408278	1	1	3	143
chr14	95912908	1	1	3	142
chr14	96416130	1	1	3	113
chr14	96922920	1	1	3	132
chr14	97428943	1	1	3	118
chr14	97933993	1	1	3	119
chr14	98437562	1	1	3	107
chr14	98942179	1	1	3	104
chr14	99443631	1	1	3	168
chr14	99952103	1	1	3	122
chr14	100454789	1	1	3	117
chr14	100961393	1	1	3	155
chr14	101466275	1	1	3	133
chr14	101975448	1	1	3	126
chr14	102485233	1	1	3	155
chr14	102995923	1	1	3	100
chr14	103504768	1	1	3	132
chr14	104011860	1	1	3	108
chr14	104518930	1	1	3	107
chr14	105028453	1	1	3	89
chr14	105539817	1	1	3	136
chr14	106099232	1	1	3	145
chr14	106708822	1	1	3	204
chr14	107300000	1	1.067608	3	137.690994
chr15	23200000	1	0.75768	4	149.139481
chr15	24137499	1	1	4	185
chr15	24757475	1	1	4	159
chr15	25285380	1	1	4	157
chr15	25796955	1	1	4	173
chr15	26301688	1	1	4	170
chr15	26805989	1	1	4	185
chr15	27312391	1	1	4	188
chr15	27820427	1	1	4	160
chr15	28600000	1	1.392038	4	183.184662
chr15	29613466	1	1	4	191
chr15	30400000	1	1.493114	4	172.123489
chr15	31500164	1	1	4	160
chr15	32060466	1	1	4	213
chr15	32500000	1	0.756694	4	236.555328
chr15	33421239	1	1	4	136
chr15	33928319	1	1	4	156
chr15	34438734	1	1	4	149
chr15	35042650	1	1	4	130
chr15	35554443	1	1	4	120
chr15	36067496	1	1	4	154
chr15	36584168	1	1	4	146
chr15	37090938	1	1	4	127
chr15	37600227	1	1	4	114
chr15	38130737	1	1	4	128
chr15	38638658	1	1	4	165
chr15	39158189	1	1	4	158
chr15	39668483	1	1	4	183
chr15	40178844	1	1	4	185
chr15	40688441	1	1	4	189
chr15	41199583	1	1	4	150
chr15	41710275	1	1	4	141
chr15	42215646	1	1	4	144
chr15	42722065	1	1	4	156
chr15	43229748	1	1	4	156
chr15	43900000	1	1.221166	4	147.400101
chr15	44528707	1	1	4	116
chr15	45053500	1	1	4	110
chr15	45634718	1	1	4	138
chr15	46145605	1	1	4	137
chr15	46658841	1	1	4	152
chr15	47180140	1	1	4	147
chr15	47704955	1	1	4	168
chr15	48206686	1	1	4	163
chr15	48710032	1	1	4	135
chr15	49213322	1	1	4	180
chr15	49734492	1	1	4	175
chr15	50258721	1	1	4	181
chr15	50767410	1	1	4	119
chr15	51274254	1	1	4	136
chr15	51797222	1	1	4	180
chr15	52313163	1	1	4	122
chr15	52822576	1	1	4	147
chr15	53333890	1	1	4	136
chr15	53859907	1	1	4	198
chr15	54372481	1	1	4	149
chr15	54883964	1	1	4	128
chr15	55411542	1	1	4	165
chr15	55928291	1	1	4	155
chr15	56452050	1	1	4	134
chr15	56974857	1	1	4	151
chr15	57480799	1	1	4	146
chr15	57983115	1	1	4	162
chr15	58497733	1	1	4	146
chr15	59002023	1	1	4	187
chr15	59506509	1	1	4	140
chr15	60012361	1	1	4	149
chr15	60521659	1	1	4	172
chr15	61029087	1	1	4	156
chr15	61536050	1	1	4	166
chr15	62041690	1	1	4	177
chr15	62563166	1	1	4	133
chr15	63068771	1	1	4	153
chr15	63574754	1	1	4	146
chr15	64081856	1	1	4	134
chr15	64589361	1	1	4	136
chr15	65104925	1	1	4	130
chr15	65613307	1	1	4	154
chr15	66121266	1	1	4	116
chr15	66624222	1	1	4	156
chr15	67133282	1	1	4	149
chr15	67637514	1	1	4	197
chr15	68148211	1	1	4	143
chr15	68654792	1	1	4	137
chr15	69160027	1	1	4	176
chr15	69667434	1	1	4	175
chr15	70175882	1	1	4	172
chr15	70679900	1	1	4	182
chr15	71192847	1	1	4	150
chr15	71715722	1	1	4	164
chr15	72230344	1	1	4	207
chr15	72743863	1	1	4	115
chr15	73288141	1	1	4	138
chr15	73797426	1	1	4	155
chr15	74310318	1	1	4	142
chr15	74856202	1	1	4	182
chr15	75366133	1	1	4	153
chr15	75931300	1	1	4	140
chr15	76456771	1	1	4	158
chr15	76971756	1	1	4	138
chr15	77490055	1	1	4	152
chr15	78002617	1	1	4	145
chr15	78542462	1	1	4	197
chr15	79074405	1	1	4	139
chr15	79583148	1	1	4	128
chr15	80105165	1	1	4	211
chr15	80612516	1	1	4	188
chr15	81114842	1	1	4	179
chr15	81623503	1	1	4	164
chr15	82158432	1	1	4	132
chr15	82600000	1	0.79014	4	122.763062
chr15	83730231	1	1	4	173
chr15	84248203	1	1	4	142
chr15	84800000	1	1.045162	4	173.178894
chr15	85700000	1	1.173406	4	130.389648
chr15	86328647	1	1	4	155
chr15	86838199	1	1	4	193
chr15	87355524	1	1	4	169
chr15	87875807	1	1	4	177
chr15	88400001	1	1	4	180
chr15	88906834	1	1	4	153
chr15	89422196	1	1	4	189
chr15	89934352	1	1	4	131
chr15	90450073	1	1	4	163
chr15	90958537	1	1	4	144
chr15	91465737	1	1	4	164
chr15	91979300	1	1	4	145
chr15	92491502	1	1	4	174
chr15	92999686	1	1	4	184
chr15	93514590	1	1	4	145
chr15	94026671	1	1	4	145
chr15	94545050	1	1	4	157
chr15	95054028	1	1	4	124
chr15	95559459	1	1	4	169
chr15	96062519	1	1	4	147
chr15	96565039	1	1	4	128
chr15	97068552	1	1	4	136
chr15	97580180	1	1	4	153
chr15	98107829	1	1	4	149
chr15	98611185	1	1	4	138
chr15	99125819	1	1	4	154
chr15	99632072	1	1	4	143
chr15	100141455	1	1	4	145
chr15	100673231	1	1	4	188
chr15	101195595	1	1	4	208
chr15	101706205	1	1	4	204
chr15	102400000	1	1.313146	4	197.236252
chr16	617158	1	1	4	99
chr16	1131367	1	1	4	166
chr16	1659574	1	1	4	115
chr16	2186677	1	1	4	91
chr16	2600000	1	0.79405	4	100.749329
chr16	3229975	1	1	4	108
chr16	3738565	1	1	4	174
chr16	4245575	1	1	4	173
chr16	4750687	1	1	4	118
chr16	5276380	1	1	4	137
chr16	5789546	1	1	4	181
chr16	6297312	1	1	4	183
chr16	6799496	1	1	4	153
chr16	7302065	1	1	4	175
chr16	7805448	1	1	4	185
chr16	8316518	1	1	4	185
chr16	8869959	1	1	4	180
chr16	9382382	1	1	4	138
chr16	9902203	1	1	4	147
chr16	10409952	1	1	4	164
chr16	10916875	1	1	4	137
chr16	11420412	1	1	4	202
chr16	11926345	1	1	4	175
chr16	12455623	1	1	4	174
chr16	12960134	1	1	4	186
chr16	13469971	1	1	4	185
chr16	13973184	1	1	4	171
